bodytype,specs,price,color,mileage,engine,model,city
Hatchback,"Used 2014 Toyota Prius Three with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$18,900 ",White,"Mileage: 18,238 miles",4 Cyl,2014 Toyota Prius Three,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$18,450 ",Silver,"Mileage: 40,468 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
Coupe,"Used 2015 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$21,828 ",Unspecified,"Mileage: 24,091 miles",4 Cyl,2015 Ford Mustang,SanFrancisco 
Sedan,"Used 2015 Chevrolet Cruze LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$12,888 ",Unspecified,"Mileage: 47,649 miles",4 Cyl,2015 Chevrolet Cruze LT,SanFrancisco 
SUV,"Used 2015 Lexus RX 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering","$33,988 ",Black,"Mileage: 17,677 miles",6 Cyl,2015 Lexus RX 350,SanFrancisco 
Coupe,"Used 2015 Honda Accord EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats","$18,000 ",Black,"Mileage: 21,921 miles",4 Cyl,2015 Honda Accord EX,SanFrancisco 
Sedan,"Used 2014 Infiniti Q50 Sport with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio, Power Windows","$28,000 ",Black,"Mileage: 38,517 miles",6 Cyl,2014 Infiniti Q50 Sport,SanFrancisco 
Hatchback,,"$15,999 ",Silver,"Mileage: 28,679 miles",4 Cyl,2015 Toyota Prius Two,SanFrancisco 
Coupe,,"$24,800 ",Red,"Mileage: 26,156 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Hatchback,,"$15,999 ",White,"Mileage: 26,021 miles",4 Cyl,2015 Toyota Prius Two,SanFrancisco 
Sedan,"Used 2011 Ford Fusion SEL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$10,991 ",Blue,"Mileage: 51,523 miles",4 Cyl,2011 Ford Fusion SEL,SanFrancisco 
SUV,"Used 2014 BMW X3 xDrive35i with AWD, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Satellite Radio, Handsfree/Bluetooth Integration","$32,997 ",Blue,"Mileage: 35,000 miles",6 Cyl,2014 BMW X3 xDrive35i,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$9,998 ",Silver,"Mileage: 77,558 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
Coupe,"Used 2014 BMW 4 Series 428i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering","$27,977 ",Gray,"Mileage: 30,147 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Sedan,,"$25,700 ",White,"Mileage: 52,657 miles",6 Cyl,2014 BMW 5 Series 535i xDrive,SanFrancisco 
Sedan,"Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$14,848 ",Silver,"Mileage: 22,032 miles",4 Cyl,2015 Kia Optima EX,SanFrancisco 
Sedan,"Used 2015 Toyota Corolla S with FWD, Air Conditioning, Power Mirrors","$15,981 ",Gray,"Mileage: 30,032 miles",4 Cyl,2015 Toyota Corolla S,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Cruise Control, CD (Single Disc), Rear-View Camera, Power Windows, AM/FM, Rear Window Defroster, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$13,500 ",Gold,"Mileage: 36,036 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
SUV,,"$30,800 ",Black,"Mileage: 21,407 miles",4 Cyl,2014 Land Rover Range Rover Evoque Pure,SanFrancisco 
SUV,"Used 2016 Volkswagen Tiguan R-Line with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Intermittent Wipers","$21,488 ",Gray,"Mileage: 14,154 miles",4 Cyl,2016 Volkswagen Tiguan R-Line,SanFrancisco 
Sedan,"Used 2014 Audi A6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$32,000 ",Black,"Mileage: 33,441 miles",6 Cyl,2014 Audi A6,SanFrancisco 
Sedan,"Used 2015 BMW 7 Series 740i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$43,981 ",White,"Mileage: 23,521 miles",6 Cyl,2015 BMW 7 Series 740i,SanFrancisco 
Sedan,"Used 2016 Ford Fusion SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$16,988 ",Silver,"Mileage: 5,488 miles",4 Cyl,2016 Ford Fusion SE,SanFrancisco 
Sedan,"Used 2013 Chevrolet Cruze LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$9,991 ",Black,"Mileage: 71,248 miles",4 Cyl,2013 Chevrolet Cruze LT,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,981 ",Black,"Mileage: 19,102 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
Sedan,"Used 2014 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$18,991 ",Gray,"Mileage: 18,512 miles",4 Cyl,2014 Honda Accord Sport,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,981 ",Black,"Mileage: 48,066 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
Sedan,"Used 2013 Hyundai Elantra GLS with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver), Intermittent Wipers","$8,995 ",Black,"Mileage: 82,950 miles",4 Cyl,2013 Hyundai Elantra GLS,SanFrancisco 
SUV,"Used 2016 Hyundai Tucson Eco with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM","$18,991 ",Black,"Mileage: 4,668 miles",4 Cyl,2016 Hyundai Tucson Eco,SanFrancisco 
Sedan,"Used 2016 Acura RLX Advance with FWD, Remote Start, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Power Steering","$35,993 ",White,"Mileage: 11,133 miles",6 Cyl,2016 Acura RLX Advance,SanFrancisco 
Sedan,"Used 2012 Hyundai Sonata Limited Edition with FWD, Heated Seats","$7,999 ",Blue,"Mileage: 130,684 miles",4 Cyl,2012 Hyundai Sonata Limited Edition,SanFrancisco 
Sedan,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$14,991 ",Red,"Mileage: 43,863 miles",4 Cyl,2014 Honda Accord LX,SanFrancisco 
Sedan,,"$21,900 ",Gray,"Mileage: 35,990 miles",4 Cyl,2014 BMW 3 Series 328d,SanFrancisco 
Sedan,"Used 2015 Hyundai Sonata SE with FWD, Remote Start, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$13,981 ",Red,"Mileage: 24,289 miles",4 Cyl,2015 Hyundai Sonata SE,SanFrancisco 
SUV,"Used 2015 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes","$20,988 ",Gray,"Mileage: 71,134 miles",4 Cyl,2015 Toyota RAV4 XLE,SanFrancisco 
SUV,"Used 2004 Toyota RAV4 Base with 4WD, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers","$8,981 ",Gray,"Mileage: 61,233 miles",4 Cyl,2004 Toyota RAV4 Base,SanFrancisco 
SUV,"Used 2002 Acura MDX with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$7,991 ",Unspecified,"Mileage: 99,964 miles",6 Cyl,2002 Acura MDX,SanFrancisco 
Sedan,"Used 2013 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$10,500 ",Red,"Mileage: 63,720 miles",5 Cyl,2013 Volkswagen Jetta SE,SanFrancisco 
Sedan,"Used 2014 Kia Cadenza Premium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM","$18,394 ",White,"Mileage: 33,811 miles",6 Cyl,2014 Kia Cadenza Premium,SanFrancisco 
Hatchback,"Used 2015 Toyota Prius Two with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks","$15,988 ",Gray,"Mileage: 43,485 miles",4 Cyl,2015 Toyota Prius Two,SanFrancisco 
Sedan,"Used 2015 Acura TLX Technology with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$25,981 ",White,"Mileage: 20,100 miles",6 Cyl,2015 Acura TLX Technology,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Four with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$17,991 ",White,"Mileage: 29,727 miles",4 Cyl,2014 Toyota Prius Four,SanFrancisco 
SUV,,"$29,995 ",White,"Mileage: 14,192 miles",4 Cyl,2015 Lincoln MKC Base,SanFrancisco 
Sedan,"Used 2013 Mercedes-Benz C-Class C 250 with RWD, Leather Seats, Fog Lights, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows","$16,995 ",Gray,"Mileage: 50,200 miles",4 Cyl,2013 Mercedes-Benz C-Class C 250,SanFrancisco 
Minivan,"Used 2016 Honda Odyssey LX with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, AM/FM","$23,591 ",Silver,"Mileage: 23,753 miles",6 Cyl,2016 Honda Odyssey LX,SanFrancisco 
Sedan,"Used 2014 BMW 5 Series 535d with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$34,981 ",Gray,"Mileage: 39,804 miles",6 Cyl,2014 BMW 5 Series 535d,SanFrancisco 
Minivan,"Used 2013 Toyota Sienna XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$20,591 ",Silver,"Mileage: 70,516 miles",6 Cyl,2013 Toyota Sienna XLE,SanFrancisco 
Sedan,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$13,000 ",Gray,"Mileage: 13,002 miles",4 Cyl,2014 Volkswagen Jetta SE,SanFrancisco 
Minivan,"Used 2011 Dodge Grand Caravan Mainstreet with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$11,592 ",Gray,"Mileage: 69,060 miles",6 Cyl,2011 Dodge Grand Caravan Mainstreet,SanFrancisco 
Wagon,"Used 2015 Subaru Impreza with AWD, Fog Lights, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$16,988 ",Red,"Mileage: 16,530 miles",4 Cyl,2015 Subaru Impreza,SanFrancisco 
Pickup,"Used 2010 Toyota Tacoma with RWD, CD (Single Disc), MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Front Airbags (Driver)","$12,981 ",White,"Mileage: 48,970 miles",4 Cyl,2010 Toyota Tacoma,SanFrancisco 
Pickup,"Used 2013 Ford F-350 Lariat with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$46,994 ",White,"Mileage: 28,817 miles",8 Cyl,2013 Ford F-350 Lariat,SanFrancisco 
Sedan,"Used 2013 Honda Civic Si with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$15,981 ",Black,"Mileage: 47,842 miles",4 Cyl,2013 Honda Civic Si,SanFrancisco 
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$16,897 ",Unspecified,"Mileage: 52,722 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Sedan,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,981 ",Green,"Mileage: 30,490 miles",4 Cyl,2014 Toyota Camry LE,SanFrancisco 
SUV,,"$23,990 ",Unspecified,"Mileage: 39,900 miles",6 Cyl,2012 Volkswagen Touareg,SanFrancisco 
Sedan,"Used 2013 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$27,777 ",Gray,"Mileage: 29,132 miles",6 Cyl,2013 BMW 5 Series 535i,SanFrancisco 
Hatchback,"Used 2014 BMW i3 with RWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Rear Window Defroster","$19,900 ",Orange,"Mileage: 26,179 miles",Electric,2014 BMW i3,SanFrancisco 
Sedan,"Used 2014 Chevrolet Volt with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$15,900 ",Gray,"Mileage: 37,325 miles",4 Cyl,2014 Chevrolet Volt,SanFrancisco 
Convertible,,"$30,800 ",Blue,"Mileage: 39,282 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Minivan,"Used 2015 Ford C-Max SEL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$15,500 ",White,"Mileage: 34,108 miles",4 Cyl,2015 Ford C-Max SEL,SanFrancisco 
Coupe,"Used 2013 Audi S5 with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Power Steering, Power Windows","$34,000 ",Black,"Mileage: 30,503 miles",6 Cyl,2013 Audi S5,SanFrancisco 
SUV,"Used 2014 Nissan Rogue S with AWD, Keyless Entry, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers","$14,954 ",White,"Mileage: 43,147 miles",4 Cyl,2014 Nissan Rogue S,SanFrancisco 
Sedan,"Used 2016 Scion iA with FWD, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter","$12,488 ",Blue,"Mileage: 32,321 miles",4 Cyl,2016 Scion iA,SanFrancisco 
Hatchback,"Used 2015 Nissan Versa Note S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors","$10,556 ",Silver,"Mileage: 27,268 miles",4 Cyl,2015 Nissan Versa Note S,SanFrancisco 
Sedan,"Used 2012 Hyundai Equus Ultimate with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD","$20,995 ",Black,"Mileage: 67,887 miles",8 Cyl,2012 Hyundai Equus Ultimate,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in Base with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,199 ",Silver,"Mileage: 31,670 miles",4 Cyl,2014 Toyota Prius Plug-in Base,SanFrancisco 
Convertible,"Used 2014 Jaguar F-Type S with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3","$46,995 ",Gray,"Mileage: 20,500 miles",6 Cyl,2014 Jaguar F-Type S,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$23,984 ",Bronze,"Mileage: 29,085 miles",4 Cyl,2014 BMW 3 Series 328i,SanFrancisco 
Sedan,"Used 2016 Audi A6 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$41,000 ",White,"Mileage: 14,496 miles",4 Cyl,2016 Audi A6 2.0T,SanFrancisco 
Sedan,"Used 2015 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$19,594 ",Gray,"Mileage: 41,207 miles",6 Cyl,2015 Honda Accord EXL,SanFrancisco 
Hatchback,"Used 2014 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$22,093 ",Red,"Mileage: 31,883 miles",4 Cyl,2014 Lexus CT 200h,SanFrancisco 
Sedan,"Used 2015 Volkswagen Passat S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$13,488 ",Beige,"Mileage: 33,173 miles",4 Cyl,2015 Volkswagen Passat S,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$12,984 ",White,"Mileage: 29,512 miles",4 Cyl,2014 Toyota Prius c Two,SanFrancisco 
Wagon,"Used 2011 Subaru Outback 2.5i with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats","$12,888 ",Gray,"Mileage: 95,504 miles",4 Cyl,2011 Subaru Outback 2.5i,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$23,984 ",Black,"Mileage: 27,627 miles",4 Cyl,2014 BMW 3 Series 328i,SanFrancisco 
Sedan,"Used 2015 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$14,900 ",Gray,"Mileage: 51,414 miles",4 Cyl,2015 Volkswagen Jetta S,SanFrancisco 
Sedan,"Used 2014 Nissan Sentra SL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$13,995 ",Unspecified,"Mileage: 29,598 miles",4 Cyl,2014 Nissan Sentra SL,SanFrancisco 
Sedan,"Used 2014 Toyota Avalon with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows","$18,400 ",White,"Mileage: 116,767 miles",6 Cyl,2014 Toyota Avalon,SanFrancisco 
SUV,"Used 2014 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$39,984 ",Silver,"Mileage: 29,516 miles",6 Cyl,2014 BMW X5 xDrive35i,SanFrancisco 
Sedan,"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$19,881 ",Blue,"Mileage: 13,406 miles",4 Cyl,2015 Honda Accord Sport,SanFrancisco 
SUV,"Used 2014 Toyota RAV4 EV with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, Power Windows","$18,995 ",White,"Mileage: 35,622 miles",Electric,2014 Toyota RAV4 EV,SanFrancisco 
Sedan,"Used 2015 Subaru Impreza with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM","$15,991 ",Green,"Mileage: 34,420 miles",4 Cyl,2015 Subaru Impreza,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, 4-Wheel Disc Brakes","$15,394 ",Black,"Mileage: 32,571 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Sedan,"Used 2010 Chrysler 300 C with RWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio","$15,250 ",White,"Mileage: 43,198 miles",8 Cyl,2010 Chrysler 300 C,SanFrancisco 
Sedan,"Used 2016 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$16,481 ",Gray,"Mileage: 7,336 miles",4 Cyl,2016 Toyota Corolla S,SanFrancisco 
Sedan,"Used 2010 Volkswagen CC Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$8,888 ",White,"Mileage: 91,705 miles",4 Cyl,2010 Volkswagen CC Sport,SanFrancisco 
Sedan,,"$12,482 ",Silver,"Mileage: 78,280 miles",4 Cyl,2012 Toyota Camry SE,SanFrancisco 
Sedan,"Used 2013 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,699 ",Black,"Mileage: 93,289 miles",4 Cyl,2013 Honda Accord Sport,SanFrancisco 
Pickup,"Used 2011 Toyota Tacoma with 4WD, Double Cab, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Split/Folding Seats, Air Conditioning, MP3","$18,995 ",Brown,"Mileage: 119,820 miles",6 Cyl,2011 Toyota Tacoma,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration","$16,391 ",Red,"Mileage: 36,825 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
SUV,"Used 2006 Honda CR-V EX with 4WD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering","$8,900 ",Gray,"Mileage: 105,527 miles",4 Cyl,2006 Honda CR-V EX,SanFrancisco 
SUV,"Used 2015 Kia Sorento LX with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$18,350 ",Black,"Mileage: 36,204 miles",6 Cyl,2015 Kia Sorento LX,SanFrancisco 
Sedan,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$15,985 ",Silver,"Mileage: 21,813 miles",4 Cyl,2014 Toyota Camry SE,SanFrancisco 
SUV,"Used 2015 Jeep Renegade Limited with 4WD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM","$18,288 ",Green,"Mileage: 44,717 miles",4 Cyl,2015 Jeep Renegade Limited,SanFrancisco 
SUV,"Used 2015 Chevrolet Traverse LT with FWD, Remote Start, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$23,950 ",Blue,"Mileage: 20,639 miles",6 Cyl,2015 Chevrolet Traverse LT,SanFrancisco 
