mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 29,295 miles","Used 2014 Mini Cooper Roadster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",White,Convertible,4 Cyl,2014 Mini Cooper Roadster,"$15,775 ",Miami
"Mileage: 31,434 miles","Used 2014 Kia Soul Base with FWD, Satellite Radio, AM/FM, 4-Wheel Disc Brakes",Gray,Wagon,4 Cyl,2014 Kia Soul Base,"$9,890 ",Miami
"Mileage: 33,607 miles","Used 2014 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,4 Cyl,2014 Honda CR-V EX,"$14,500 ",Miami
"Mileage: 5,905 miles","Used 2015 Dodge Charger R/T with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3",Black,Sedan,8 Cyl,2015 Dodge Charger R/T,"$25,995 ",Miami
"Mileage: 48,587 miles","Used 2012 Volkswagen Jetta SEL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",White,Sedan,5 Cyl,2012 Volkswagen Jetta SEL,"$9,990 ",Miami
"Mileage: 35,749 miles","Used 2014 Honda Odyssey EX with FWD, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Power Steering",White,Minivan,6 Cyl,2014 Honda Odyssey EX,"$23,971 ",Miami
"Mileage: 44,865 miles","Used 2014 Honda Pilot EX with FWD, Third Row Seating, Rear-View Camera, Cloth Seats, Handsfree/Bluetooth Integration",White,SUV,6 Cyl,2014 Honda Pilot EX,"$18,879 ",Miami
"Mileage: 41,395 miles","Used 2014 Mercedes-Benz M-Class ML 350 with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Gray,SUV,6 Cyl,2014 Mercedes-Benz M-Class ML 350,"$29,999 ",Miami
"Mileage: 17,792 miles","Used 2015 Mazda CX-9 Touring with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, AM/FM, Aux Audio Adapter",Unspecified,SUV,6 Cyl,2015 Mazda CX-9 Touring,"$20,977 ",Miami
"Mileage: 11,086 miles","Used 2012 Honda Accord LXP with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2012 Honda Accord LXP,"$12,888 ",Miami
"Mileage: 38,055 miles","Used 2014 Nissan Altima S with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Black,Sedan,4 Cyl,2014 Nissan Altima S,"$10,999 ",Miami
"Mileage: 43,605 miles","Used 2014 BMW 5 Series 528i with RWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",Blue,Sedan,4 Cyl,2014 BMW 5 Series 528i,"$23,887 ",Miami
"Mileage: 37,246 miles","Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",White,Sedan,4 Cyl,2015 Kia Optima LX,"$11,990 ",Miami
"Mileage: 48,508 miles","Used 2014 Acura MDX Advance with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, Rear-View Camera, Handsfree/Bluetooth Integration",Gray,SUV,6 Cyl,2014 Acura MDX Advance,"$28,753 ",Miami
"Mileage: 37,204 miles","Used 2014 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Black,SUV,4 Cyl,2014 Honda CR-V EX,"$15,852 ",Miami
"Mileage: 8,145 miles","Used 2016 Toyota Corolla LE with FWD, Power Sun/Moonroof, Navigation System, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, Trip Computer, Rear Window Defroster",Green,Sedan,4 Cyl,2016 Toyota Corolla LE,"$15,889 ",Miami
"Mileage: 32,488 miles","Used 2013 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Front Airbags (Driver)",White,SUV,6 Cyl,2013 Jeep Wrangler Sport,"$27,491 ",Miami
"Mileage: 70,117 miles","Used 2014 Honda Accord LXS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Unspecified,Coupe,4 Cyl,2014 Honda Accord LXS,"$11,995 ",Miami
"Mileage: 27,425 miles","Used 2016 Honda Accord EXL with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,Sedan,6 Cyl,2016 Honda Accord EXL,"$21,975 ",Miami
"Mileage: 27,432 miles","Used 2015 Lincoln MKZ with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",White,Sedan,6 Cyl,2015 Lincoln MKZ,"$21,990 ",Miami
"Mileage: 91,741 miles","Used 2013 Hyundai Sonata SE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Silver,Sedan,4 Cyl,2013 Hyundai Sonata SE,"$8,495 ",Miami
"Mileage: 11,883 miles","Used 2016 Lexus NX 200t with FWD, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver)",Silver,SUV,4 Cyl,2016 Lexus NX 200t,"$32,980 ",Miami
"Mileage: 27,194 miles","Used 2015 Nissan Sentra S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",Silver,Sedan,4 Cyl,2015 Nissan Sentra S,"$8,990 ",Miami
"Mileage: 28,075 miles","Used 2014 Mazda CX-9 Touring with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Black,SUV,6 Cyl,2014 Mazda CX-9 Touring,"$17,899 ",Miami
"Mileage: 52,272 miles","Used 2014 BMW 6 Series 650i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Black,Sedan,8 Cyl,2014 BMW 6 Series 650i,"$37,995 ",Miami
"Mileage: 48,988 miles","Used 2013 Ford Edge Limited with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Silver,SUV,6 Cyl,2013 Ford Edge Limited,"$17,888 ",Miami
"Mileage: 17,245 miles","Used 2016 Honda HR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,SUV,4 Cyl,2016 Honda HR-V EX,"$18,888 ",Miami
"Mileage: 35,244 miles","Used 2014 Cadillac CTS Luxury with RWD, Remote Start, Leather Seats, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Purple,Sedan,4 Cyl,2014 Cadillac CTS Luxury,"$24,488 ",Miami
"Mileage: 16,802 miles","Used 2015 Nissan Altima with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cloth Seats, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Black,Sedan,4 Cyl,2015 Nissan Altima,"$13,957 ",Miami
"Mileage: 32,534 miles","Used 2014 Nissan Altima S with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2014 Nissan Altima S,"$10,999 ",Miami
"Mileage: 24,400 miles","Used 2015 Kia Soul Base with FWD, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,Wagon,4 Cyl,2015 Kia Soul Base,"$11,300 ",Miami
"Mileage: 24,210 miles","Used 2016 Chevrolet Cruze LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Gray,Sedan,4 Cyl,2016 Chevrolet Cruze LT,"$11,499 ",Miami
"Mileage: 24,682 miles","Used 2015 Mitsubishi Outlander Sport ES with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Blue,SUV,4 Cyl,2015 Mitsubishi Outlander Sport ES,"$11,795 ",Miami
"Mileage: 41,873 miles","Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2015 Nissan Altima S,"$11,495 ",Miami
"Mileage: 42,555 miles","Used 2016 Porsche Cayenne with AWD, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,SUV,6 Cyl,2016 Porsche Cayenne,"$45,888 ",Miami
"Mileage: 13,502 miles","Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer",Red,Sedan,4 Cyl,2014 Honda Civic LX,"$14,238 ",Miami
"Mileage: 41,776 miles","Used 2014 Audi A4 2.0T with AWD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Power Seat (Driver)",Silver,Sedan,4 Cyl,2014 Audi A4 2.0T,"$18,998 ",Miami
"Mileage: 46,063 miles","Used 2014 Volvo XC90 with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",White,SUV,6 Cyl,2014 Volvo XC90,"$25,000 ",Miami
"Mileage: 29,556 miles","Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",Blue,Sedan,4 Cyl,2015 Honda Accord Sport,"$15,995 ",Miami
"Mileage: 31,904 miles","Used 2014 Nissan Altima SL with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Blue,Sedan,4 Cyl,2014 Nissan Altima SL,"$13,999 ",Miami
"Mileage: 1,100 miles","Used 2016 Dodge Challenger SRT with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio",Red,Coupe,8 Cyl,2016 Dodge Challenger SRT,"$55,999 ",Miami
"Mileage: 27,567 miles","Used 2014 Nissan Sentra SL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",White,Sedan,4 Cyl,2014 Nissan Sentra SL,"$10,999 ",Miami
"Mileage: 28,965 miles","Used 2013 Dodge Grand Caravan SE with FWD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",Gray,Minivan,6 Cyl,2013 Dodge Grand Caravan SE,"$13,591 ",Miami
"Mileage: 23,283 miles","Used 2015 Jaguar XK with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Silver,Coupe,8 Cyl,2015 Jaguar XK,"$45,999 ",Miami
"Mileage: 27,883 miles","Used 2015 Nissan Altima SL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,Sedan,4 Cyl,2015 Nissan Altima SL,"$14,999 ",Miami
"Mileage: 38,184 miles","Used 2014 Nissan Altima SL with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,Sedan,6 Cyl,2014 Nissan Altima SL,"$15,499 ",Miami
"Mileage: 6,532 miles","Used 2016 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes",White,SUV,6 Cyl,2016 Jeep Wrangler Sport,"$30,999 ",Miami
"Mileage: 69,688 miles","Used 2013 Nissan Rogue with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, 4-Wheel Disc Brakes, Trip Computer",Gray,SUV,4 Cyl,2013 Nissan Rogue,"$9,999 ",Miami
"Mileage: 19,518 miles","Used 2015 Nissan Sentra S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",White,Sedan,4 Cyl,2015 Nissan Sentra S,"$10,591 ",Miami
"Mileage: 44,927 miles","Used 2014 Jeep Grand Cherokee Laredo with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,SUV,6 Cyl,2014 Jeep Grand Cherokee Laredo,"$17,936 ",Miami
"Mileage: 36,962 miles","Used 2014 Honda Pilot EXL with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Silver,SUV,6 Cyl,2014 Honda Pilot EXL,"$22,998 ",Miami
"Mileage: 37,969 miles","Used 2014 Audi A6 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Blue,Sedan,4 Cyl,2014 Audi A6 2.0T,"$22,993 ",Miami
"Mileage: 40,037 miles","Used 2014 Ford Focus SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration",Red,Hatchback,4 Cyl,2014 Ford Focus SE,"$9,788 ",Miami
"Mileage: 34,289 miles","Used 2011 Honda CR-V EXL with FWD, Leather Seats, Alloy Wheels, Rear-View Camera, Handsfree/Bluetooth Integration",Silver,SUV,4 Cyl,2011 Honda CR-V EXL,"$14,272 ",Miami
"Mileage: 6,290 miles","Used 2017 Hyundai Sonata SE with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Power Windows, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",Silver,Sedan,4 Cyl,2017 Hyundai Sonata SE,"$14,999 ",Miami
"Mileage: 60,725 miles","Used 2011 BMW X3 xDrive35i with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Trip Computer",White,SUV,6 Cyl,2011 BMW X3 xDrive35i,"$17,990 ",Miami
"Mileage: 34,794 miles","Used 2015 Mercedes-Benz C-Class C 300 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Black,Sedan,4 Cyl,2015 Mercedes-Benz C-Class C 300,"$25,977 ",Miami
"Mileage: 52,503 miles","Used 2014 Nissan Pathfinder SV with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Gray,SUV,6 Cyl,2014 Nissan Pathfinder SV,"$15,775 ",Miami
"Mileage: 37,254 miles","Used 2015 Volkswagen Passat Sport with FWD, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2015 Volkswagen Passat Sport,"$14,798 ",Miami
"Mileage: 24,679 miles","Used 2014 Chevrolet Silverado 1500 LT with RWD, Double Cab, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Black,Pickup,8 Cyl,2014 Chevrolet Silverado 1500 LT,"$24,999 ",Miami
"Mileage: 8,876 miles","Used 2016 Nissan Altima SL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Gray,Sedan,4 Cyl,2016 Nissan Altima SL,"$18,966 ",Miami
"Mileage: 60,399 miles","Used 2014 Honda CR-V EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",White,SUV,4 Cyl,2014 Honda CR-V EXL,"$16,775 ",Miami
"Mileage: 53,565 miles","Used 2014 Cadillac Escalade ESV with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",White,SUV,8 Cyl,2014 Cadillac Escalade ESV,"$36,995 ",Miami
"Mileage: 43,559 miles","Used 2014 BMW 3 Series 335i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",White,Sedan,6 Cyl,2014 BMW 3 Series 335i,"$27,331 ",Miami
"Mileage: 58,656 miles","Used 2015 Nissan Altima with FWD, Keyless Entry, Cloth Seats, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration",Blue,Sedan,4 Cyl,2015 Nissan Altima,"$11,457 ",Miami
"Mileage: 41,025 miles","Used 2013 Mini Cooper Paceman S with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Silver,Hatchback,4 Cyl,2013 Mini Cooper Paceman S,"$13,995 ",Miami
"Mileage: 29,295 miles","Used 2014 Mini Cooper Roadster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",White,Convertible,4 Cyl,2014 Mini Cooper Roadster,"$15,775 ",Miami
"Mileage: 31,434 miles","Used 2014 Kia Soul Base with FWD, Satellite Radio, AM/FM, 4-Wheel Disc Brakes",Gray,Wagon,4 Cyl,2014 Kia Soul Base,"$9,890 ",Miami
"Mileage: 33,607 miles","Used 2014 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,4 Cyl,2014 Honda CR-V EX,"$14,500 ",Miami
"Mileage: 5,905 miles","Used 2015 Dodge Charger R/T with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3",Black,Sedan,8 Cyl,2015 Dodge Charger R/T,"$25,995 ",Miami
"Mileage: 48,587 miles","Used 2012 Volkswagen Jetta SEL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",White,Sedan,5 Cyl,2012 Volkswagen Jetta SEL,"$9,990 ",Miami
"Mileage: 23,702 miles","Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",White,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,952 ",Miami
"Mileage: 35,749 miles","Used 2014 Honda Odyssey EX with FWD, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Power Steering",White,Minivan,6 Cyl,2014 Honda Odyssey EX,"$23,971 ",Miami
"Mileage: 44,865 miles","Used 2014 Honda Pilot EX with FWD, Third Row Seating, Rear-View Camera, Cloth Seats, Handsfree/Bluetooth Integration",White,SUV,6 Cyl,2014 Honda Pilot EX,"$18,879 ",Miami
"Mileage: 1,700 miles","Used 2016 Land Rover Range Rover Sport Supercharged with 4WD, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning",White,SUV,8 Cyl,2016 Land Rover Range Rover Sport Supercharged,"$84,900 ",Miami
"Mileage: 22,333 miles","Used 2016 Toyota Tundra SR5 with 4WD, Double Cab, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Black,Pickup,8 Cyl,2016 Toyota Tundra SR5,"$33,388 ",Miami
"Mileage: 36,843 miles","Used 2014 Jeep Patriot Latitude with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Red,SUV,4 Cyl,2014 Jeep Patriot Latitude,"$11,795 ",Miami
"Mileage: 38,463 miles","Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Unspecified,Sedan,4 Cyl,2014 Honda Civic LX,"$12,387 ",Miami
"Mileage: 53,016 miles","Used 2014 Chrysler 200 Touring with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",White,Convertible,6 Cyl,2014 Chrysler 200 Touring,"$11,999 ",Miami
"Mileage: 40,366 miles","Used 2014 Mazda CX-9 Touring with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Gray,SUV,6 Cyl,2014 Mazda CX-9 Touring,"$16,995 ",Miami
"Mileage: 29,319 miles","Used 2013 Land Rover LR4 HSE with 4WD, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, Rear-View Camera, Handsfree/Bluetooth Integration",White,SUV,8 Cyl,2013 Land Rover LR4 HSE,"$39,899 ",Miami
"Mileage: 64,191 miles","Used 2014 Chrysler Town & Country Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning",Black,Minivan,6 Cyl,2014 Chrysler Town & Country Touring,"$13,999 ",Miami
"Mileage: 33,359 miles","Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Black,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$11,425 ",Miami
"Mileage: 31,655 miles","Used 2015 Kia Optima EX with FWD, Alloy Wheels, Satellite Radio, AM/FM, 4-Wheel Disc Brakes",Red,Sedan,4 Cyl,2015 Kia Optima EX,"$15,990 ",Miami
"Mileage: 71,753 miles","Used 2012 Ford F-150 XLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Blue,Pickup,6 Cyl,2012 Ford F-150 XLT,"$18,995 ",Miami
"Mileage: 70,635 miles","Used 2011 Hyundai Tucson GLS with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",Black,SUV,4 Cyl,2011 Hyundai Tucson GLS,"$9,741 ",Miami
"Mileage: 45,171 miles","Used 2015 Nissan Rogue S with FWD, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors",Silver,SUV,4 Cyl,2015 Nissan Rogue S,"$12,991 ",Miami
"Mileage: 19,737 miles","Used 2014 Kia Cadenza Premium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Silver,Sedan,6 Cyl,2014 Kia Cadenza Premium,"$18,757 ",Miami
"Mileage: 17,125 miles","Used 2011 Porsche Panamera Turbo with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning",Blue,Sedan,8 Cyl,2011 Porsche Panamera Turbo,"$57,000 ",Miami
"Mileage: 42,352 miles","Used 2013 Cadillac CTS V with RWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning",Black,Coupe,8 Cyl,2013 Cadillac CTS V,"$35,999 ",Miami
"Mileage: 90,689 miles","Used 2010 Honda Odyssey EX with FWD, Leather Seats, Third Row Seating, Cruise Control, Rear-View Camera, Air Conditioning, Power Windows, Handsfree/Bluetooth Integration, Front Airbags (Driver)",Blue,Minivan,6 Cyl,2010 Honda Odyssey EX,"$11,599 ",Miami
"Mileage: 41,938 miles","Used 2015 Hyundai Sonata Limited Edition with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",White,Sedan,4 Cyl,2015 Hyundai Sonata Limited Edition,"$16,138 ",Miami
